met1,met2,speed,time
4360.7,4361.7,4555.2,0:0:20.87
4233.6,4234.6,4232.6,0:0:21.03
4634.4,4537.7,4633.4,0:0:21.08
4175.0,4176.0,4174.0,0:0:21.13
4458.5,4596.3,4457.5,0:0:21.18
4126.1,4459.5,4125.1,0:0:21.21
4497.6,4498.6,4496.6,0:0:21.24
4135.9,4498.6,4134.9,0:0:21.25
4087.0,4088.0,4086.0,0:0:21.28
4546.5,4547.5,4545.5,0:0:21.31
4067.5,4068.5,4066.5,0:0:21.35
4155.4,4156.4,4154.4,0:0:21.39
4566.0,4283.5,4565.0,0:0:21.43
4566.0,4567.0,4125.1,0:0:21.45
4517.1,4127.1,4516.1,0:0:21.50
4165.2,4518.1,4164.2,0:0:21.52
4077.2,4078.2,4076.2,0:0:21.55
4155.4,4664.8,4154.4,0:0:21.59
4155.4,4156.4,4154.4,0:0:21.60
4116.3,4117.3,4115.3,0:0:21.66
4341.2,4342.2,4447.7,0:0:21.69
4135.9,4449.7,4134.9,0:0:21.72
4077.2,4078.2,4574.8,0:0:21.75
4575.8,4576.8,4144.7,0:0:21.78
4184.8,4146.7,4183.8,0:0:21.81
4184.8,4185.8,4496.6,0:0:21.82
4341.2,4342.2,4340.2,0:0:21.90
4566.0,4567.0,4565.0,0:0:21.92
4165.2,4166.2,4525.9,0:0:21.95
4106.6,4518.1,4105.6,0:0:22.02
4106.6,4107.6,4105.6,0:0:22.03
4507.4,4508.4,4086.0,0:0:22.10
4468.3,4557.2,4467.3,0:0:22.18
4399.8,4127.1,4398.8,0:0:22.25
4233.6,4234.6,4232.6,0:0:22.32
4233.6,4234.6,4232.6,0:0:22.33
4243.4,4244.4,4242.4,0:0:22.42
4204.3,4205.3,4203.3,0:0:22.48
4204.3,4205.3,4516.1,0:0:22.49
4155.4,4156.4,4154.4,0:0:22.56
4155.4,4156.4,4477.0,0:0:22.57
4478.0,4156.4,4477.0,0:0:22.58
4126.1,4107.6,4125.1,0:0:22.63
4126.1,4127.1,4125.1,0:0:22.64
4214.1,4234.6,4213.1,0:0:22.71
4214.1,4215.1,4213.1,0:0:22.72
4458.5,4273.7,4457.5,0:0:22.80
4243.4,4215.1,4242.4,0:0:22.86
4243.4,4244.4,4584.6,0:0:22.87
4175.0,4176.0,4144.7,0:0:22.93
4556.2,4557.2,4174.0,0:0:23.01
4175.0,4557.2,4174.0,0:0:23.02
4517.1,4576.8,4516.1,0:0:23.08
4517.1,4518.1,4516.1,0:0:23.09
4223.9,4224.9,4222.9,0:0:23.31
4575.8,4576.8,4193.5,0:0:23.39
4155.4,4215.1,4154.4,0:0:23.46
4165.2,4166.2,4164.2,0:0:23.61
4165.2,4166.2,4545.5,0:0:23.62
4087.0,4537.7,4086.0,0:0:23.69
4556.2,4557.2,4555.2,0:0:23.77
4419.4,4420.4,4535.7,0:0:23.84
4243.4,4244.4,4242.4,0:0:23.91
4556.2,4244.4,4555.2,0:0:23.93
4184.8,4557.2,4183.8,0:0:23.95
4155.4,4185.8,4154.4,0:0:23.98
4585.6,4156.4,4584.6,0:0:24.00
4585.6,4586.6,4105.6,0:0:24.02
4106.6,4107.6,4105.6,0:0:24.03
4536.7,4537.7,4535.7,0:0:24.06
4155.4,4156.4,4154.4,0:0:24.08
4263.0,4264.0,4262.0,0:0:24.10
4155.4,4156.4,4203.3,0:0:24.13
4292.3,4293.3,4291.3,0:0:24.18
4624.7,4625.7,4623.7,0:0:24.21
4194.5,4195.5,4193.5,0:0:24.23
4194.5,4195.5,4164.2,0:0:24.25
4165.2,4195.5,4164.2,0:0:24.28
4165.2,4166.2,4164.2,0:0:24.31
4165.2,4166.2,3890.5,0:0:24.35
3891.5,4166.2,3890.5,0:0:24.38
3891.5,3892.5,3890.5,0:0:24.41
3891.5,3892.5,3734.1,0:0:24.45
3735.1,3892.5,3734.1,0:0:24.48
3735.1,3736.1,3734.1,0:0:24.51
3735.1,3736.1,3646.1,0:0:24.55
3647.1,3736.1,3646.1,0:0:24.58
3647.1,3648.1,3646.1,0:0:24.61
3588.5,3648.1,3587.5,0:0:24.68
3588.5,3589.5,3587.5,0:0:24.71
4458.5,4459.5,4750.7,0:0:24.77
4751.7,4752.7,4340.2,0:0:24.80
4341.2,4752.7,4340.2,0:0:24.81
4341.2,4342.2,4340.2,0:0:24.84
4341.2,4342.2,4056.7,0:0:24.88
4057.7,4342.2,4056.7,0:0:24.91
4478.0,4508.4,4477.0,0:0:24.97
4614.9,4342.2,4613.9,0:0:25.01
4321.6,4322.6,4320.6,0:0:25.08
4595.3,4469.3,4594.3,0:0:25.11
4253.2,4254.2,4408.6,0:0:25.17
4585.6,4586.6,4584.6,0:0:25.22
4175.0,4176.0,4174.0,0:0:25.25
4311.9,4312.9,4310.9,0:0:25.27
4526.9,4312.9,4525.9,0:0:25.28
4155.4,4156.4,4154.4,0:0:25.32
4331.4,4332.4,4330.4,0:0:25.36
4096.8,4097.8,4095.8,0:0:25.38
4487.8,4488.8,4486.8,0:0:25.41
4126.1,4127.1,4125.1,0:0:25.43
4155.4,4156.4,4095.8,0:0:25.50
4419.4,4097.8,4418.4,0:0:25.53
4419.4,4420.4,4418.4,0:0:25.54
4419.4,4420.4,4086.0,0:0:25.55
4087.0,4088.0,4613.9,0:0:25.57
4478.0,4615.9,4477.0,0:0:25.60
4478.0,4479.0,4477.0,0:0:25.61
4478.0,4479.0,4027.4,0:0:25.64
4028.4,4479.0,4027.4,0:0:25.68
4028.4,4029.4,3812.3,0:0:25.74
3813.3,4029.4,3812.3,0:0:25.78
4869.0,4508.4,4868.0,0:0:25.83
4390.1,4391.1,4389.1,0:0:25.86
4390.1,4391.1,4291.3,0:0:25.88
4292.3,4391.1,4291.3,0:0:25.91
4292.3,4293.3,4291.3,0:0:25.94
4292.3,4293.3,3968.7,0:0:25.98
4243.4,4244.4,4633.4,0:0:26.14
4223.9,4645.2,4222.9,0:0:26.19
4184.8,4547.5,4183.8,0:0:26.29
4145.7,4146.7,4604.1,0:0:26.32
4605.1,4146.7,4604.1,0:0:26.33
4175.0,4606.1,4174.0,0:0:26.36
4175.0,4176.0,4174.0,0:0:26.37
4546.5,4176.0,4545.5,0:0:26.38
4135.9,4547.5,4134.9,0:0:26.41
4282.5,4136.9,4281.5,0:0:26.43
4546.5,4283.5,4545.5,0:0:26.45
4546.5,4547.5,4193.5,0:0:26.47
4194.5,4547.5,4193.5,0:0:26.49
4194.5,4195.5,4193.5,0:0:26.52
4194.5,4195.5,4232.6,0:0:26.56
4233.6,4195.5,4232.6,0:0:26.59
4233.6,4234.6,4232.6,0:0:26.62
4233.6,4234.6,4027.4,0:0:26.66
4028.4,4234.6,4027.4,0:0:26.69
4028.4,4029.4,4027.4,0:0:26.72
4028.4,4029.4,3910.1,0:0:26.75
3911.1,4029.4,3910.1,0:0:26.79
3911.1,3912.1,3910.1,0:0:26.82
4575.8,4576.8,4574.8,0:0:26.91
4575.8,4576.8,4486.8,0:0:26.92
4487.8,4576.8,4486.8,0:0:26.95
4487.8,4488.8,4486.8,0:0:26.99
4487.8,4488.8,4232.6,0:0:27.02
4585.6,4586.6,4183.8,0:0:27.08
4663.8,4664.8,4662.8,0:0:27.16
4096.8,4166.2,4095.8,0:0:27.21
4399.8,4400.8,4398.8,0:0:27.26
4507.4,4508.4,4506.4,0:0:27.32
4204.3,4205.3,4134.9,0:0:27.37
4566.0,4459.5,4565.0,0:0:27.42
4184.8,4567.0,4183.8,0:0:27.44
4184.8,4185.8,4183.8,0:0:27.45
4526.9,4185.8,4525.9,0:0:27.47
4145.7,4146.7,4144.7,0:0:27.52
4546.5,4547.5,4545.5,0:0:27.54
4165.2,4547.5,4164.2,0:0:27.56
4106.6,4107.6,4105.6,0:0:27.58
4106.6,4107.6,4174.0,0:0:27.60
4135.9,4136.9,4134.9,0:0:27.63
4135.9,4136.9,4584.6,0:0:27.71
4585.6,4586.6,4174.0,0:0:27.73
4194.5,4195.5,4662.8,0:0:27.77
4360.7,4664.8,4359.7,0:0:27.80
4126.1,4361.7,4125.1,0:0:27.83
4116.3,4117.3,4115.3,0:0:27.88
4126.1,4117.3,4125.1,0:0:27.89
4546.5,4127.1,4545.5,0:0:27.92
4546.5,4547.5,4545.5,0:0:27.93
4546.5,4547.5,4477.0,0:0:27.94
4057.7,4058.7,4056.7,0:0:28.02
4575.8,4576.8,4574.8,0:0:28.04
4116.3,4117.3,4115.3,0:0:28.06
4595.3,4107.6,4594.3,0:0:28.10
4145.7,4146.7,4144.7,0:0:28.15
4546.5,4547.5,4154.4,0:0:28.18
4321.6,4322.6,4320.6,0:0:28.34
4165.2,4166.2,4164.2,0:0:28.38
4223.9,4224.9,4222.9,0:0:28.51
4644.2,4645.2,4095.8,0:0:28.55
4096.8,4645.2,4095.8,0:0:28.56
4605.1,4606.1,4604.1,0:0:28.59
4145.7,4606.1,4144.7,0:0:28.61
4351.0,4146.7,4350.0,0:0:28.63
4487.8,4352.0,4486.8,0:0:28.65
4126.1,4127.1,4125.1,0:0:28.68
4526.9,4479.0,4525.9,0:0:28.72
4526.9,4527.9,4525.9,0:0:28.73
4526.9,4527.9,4457.5,0:0:28.74
4429.2,4449.7,4428.2,0:0:28.79
4429.2,4430.2,4428.2,0:0:28.80
4478.0,4479.0,4477.0,0:0:28.87
4478.0,4479.0,4477.0,0:0:28.94
4478.0,4479.0,4086.0,0:0:28.95
4087.0,4479.0,4086.0,0:0:28.96
