met1,met2,speed,time
3471.2,3472.2,3460.4,0:0:13.49
3461.4,3472.2,3460.4,0:0:13.58
3461.4,3462.4,3460.4,0:0:13.67
3461.4,3462.4,3460.4,0:0:13.76
3461.4,3462.4,3460.4,0:0:13.84
3461.4,3462.4,3460.4,0:0:13.93
3461.4,3462.4,3460.4,0:0:14.02
3461.4,3462.4,3460.4,0:0:14.11
3461.4,3462.4,3460.4,0:0:14.19
3461.4,3462.4,3460.4,0:0:14.28
3461.4,3462.4,3460.4,0:0:14.37
3461.4,3462.4,3460.4,0:0:14.46
3461.4,3462.4,3460.4,0:0:14.54
3461.4,3462.4,3460.4,0:0:14.63
3461.4,3462.4,3460.4,0:0:14.72
3461.4,3462.4,3460.4,0:0:14.81
3461.4,3462.4,3460.4,0:0:14.89
3461.4,3462.4,3460.4,0:0:14.98
3461.4,3462.4,3460.4,0:0:15.07
3461.4,3462.4,3460.4,0:0:15.15
3461.4,3462.4,3460.4,0:0:15.24
3461.4,3462.4,3460.4,0:0:15.33
3461.4,3462.4,3460.4,0:0:15.42
3461.4,3462.4,3480.0,0:0:15.56
3481.0,3462.4,3480.0,0:0:15.64
3481.0,3482.0,3489.7,0:0:15.78
3490.7,3482.0,3489.7,0:0:15.87
3490.7,3491.7,3489.7,0:0:15.96
3490.7,3491.7,3470.2,0:0:16.05
3471.2,3491.7,3470.2,0:0:16.13
3471.2,3472.2,3470.2,0:0:16.22
3471.2,3472.2,3460.4,0:0:16.31
3461.4,3472.2,3460.4,0:0:16.40
3461.4,3462.4,3480.0,0:0:16.53
3481.0,3462.4,3480.0,0:0:16.62
3481.0,3482.0,3480.0,0:0:16.71
3481.0,3482.0,3470.2,0:0:16.80
3471.2,3482.0,3470.2,0:0:16.88
3471.2,3472.2,3470.2,0:0:16.97
3471.2,3472.2,3460.4,0:0:17.06
3461.4,3472.2,3460.4,0:0:17.15
3461.4,3462.4,3480.0,0:0:17.28
3481.0,3462.4,3480.0,0:0:17.37
3481.0,3482.0,3480.0,0:0:17.46
3481.0,3482.0,3470.2,0:0:17.55
3471.2,3482.0,3470.2,0:0:17.63
3471.2,3472.2,3470.2,0:0:17.72
3471.2,3472.2,3460.4,0:0:17.81
3461.4,3472.2,3460.4,0:0:17.90
3461.4,3462.4,3460.4,0:0:17.98
3461.4,3462.4,3460.4,0:0:18.07
3461.4,3462.4,3460.4,0:0:18.16
3461.4,3462.4,3460.4,0:0:18.25
3461.4,3462.4,3460.4,0:0:18.33
3461.4,3462.4,3460.4,0:0:18.42
3461.4,3462.4,3460.4,0:0:18.51
3461.4,3462.4,3460.4,0:0:18.59
3461.4,3462.4,3460.4,0:0:18.68
3461.4,3462.4,3460.4,0:0:18.77
3461.4,3462.4,3460.4,0:0:18.86
3461.4,3462.4,3460.4,0:0:18.94
3461.4,3462.4,3460.4,0:0:19.03
3461.4,3462.4,3460.4,0:0:19.12
3461.4,3462.4,3460.4,0:0:19.21
3461.4,3462.4,3460.4,0:0:19.29
3461.4,3462.4,3460.4,0:0:19.38
3461.4,3462.4,3460.4,0:0:19.47
3461.4,3462.4,3480.0,0:0:19.61
3481.0,3462.4,3480.0,0:0:19.70
3481.0,3482.0,3480.0,0:0:19.78
3481.0,3482.0,3470.2,0:0:19.87
3471.2,3482.0,3470.2,0:0:19.96
3471.2,3472.2,3470.2,0:0:20.05
3471.2,3472.2,3460.4,0:0:20.13
3461.4,3472.2,3460.4,0:0:20.22
3461.4,3462.4,3460.4,0:0:20.31
3461.4,3462.4,3460.4,0:0:20.39
3461.4,3462.4,3460.4,0:0:20.48
3461.4,3462.4,3460.4,0:0:20.57
3461.4,3462.4,3460.4,0:0:20.66
3461.4,3462.4,3460.4,0:0:20.74
3461.4,3462.4,3460.4,0:0:20.83
3461.4,3462.4,3460.4,0:0:21.01
3461.4,3462.4,3460.4,0:0:21.09
3461.4,3462.4,3460.4,0:0:21.18
3461.4,3462.4,3460.4,0:0:21.27
3461.4,3462.4,3460.4,0:0:21.35
3461.4,3462.4,3460.4,0:0:21.44
3461.4,3462.4,3460.4,0:0:21.53
3461.4,3462.4,3460.4,0:0:21.62
3461.4,3462.4,3460.4,0:0:21.70
3461.4,3462.4,3460.4,0:0:21.79
3461.4,3462.4,3480.0,0:0:21.93
3481.0,3462.4,3480.0,0:0:22.02
3481.0,3482.0,3480.0,0:0:22.11
3481.0,3482.0,3460.4,0:0:22.19
3461.4,3482.0,3460.4,0:0:22.28
3461.4,3462.4,3460.4,0:0:22.37
3461.4,3462.4,3460.4,0:0:22.46
3461.4,3462.4,3460.4,0:0:22.54
3461.4,3462.4,3460.4,0:0:22.63
3461.4,3462.4,3460.4,0:0:22.72
3461.4,3462.4,3460.4,0:0:22.81
3461.4,3462.4,3460.4,0:0:22.89
3461.4,3462.4,3460.4,0:0:22.98
3461.4,3462.4,3460.4,0:0:23.07
3461.4,3462.4,3480.0,0:0:23.21
3481.0,3462.4,3480.0,0:0:23.29
3481.0,3482.0,3480.0,0:0:23.38
3481.0,3482.0,3470.2,0:0:23.47
3471.2,3482.0,3470.2,0:0:23.56
3471.2,3472.2,3470.2,0:0:23.64
3471.2,3472.2,3460.4,0:0:23.73
3461.4,3472.2,3460.4,0:0:23.82
3461.4,3462.4,3460.4,0:0:23.91
3461.4,3462.4,3460.4,0:0:23.99
3461.4,3462.4,3460.4,0:0:24.08
3461.4,3462.4,3460.4,0:0:24.17
3461.4,3462.4,3460.4,0:0:24.25
3461.4,3462.4,3460.4,0:0:24.34
3461.4,3462.4,3460.4,0:0:24.43
3461.4,3462.4,3460.4,0:0:24.52
3461.4,3462.4,3460.4,0:0:24.60
3461.4,3462.4,3460.4,0:0:24.69
3461.4,3462.4,3460.4,0:0:24.78
3461.4,3462.4,3460.4,0:0:24.87
3461.4,3462.4,3460.4,0:0:24.95
3461.4,3462.4,3460.4,0:0:25.04
3461.4,3462.4,3460.4,0:0:25.13
3461.4,3462.4,3460.4,0:0:25.22
3461.4,3462.4,3460.4,0:0:25.30
3461.4,3462.4,3460.4,0:0:25.39
3461.4,3462.4,3460.4,0:0:25.48
3461.4,3462.4,3460.4,0:0:25.57
3461.4,3462.4,3460.4,0:0:25.65
3461.4,3462.4,3460.4,0:0:25.74
3461.4,3462.4,3460.4,0:0:25.83
3461.4,3462.4,3460.4,0:0:25.92
3461.4,3462.4,3460.4,0:0:26.00
3461.4,3462.4,3460.4,0:0:26.09
3461.4,3462.4,3460.4,0:0:26.18
3461.4,3462.4,3460.4,0:0:26.26
3461.4,3462.4,3460.4,0:0:26.35
3461.4,3462.4,3460.4,0:0:26.44
3461.4,3462.4,3460.4,0:0:26.53
3461.4,3462.4,3460.4,0:0:26.61
3461.4,3462.4,3460.4,0:0:26.70
3461.4,3462.4,3460.4,0:0:26.79
3461.4,3462.4,3460.4,0:0:26.88
3461.4,3462.4,3460.4,0:0:26.96
3461.4,3462.4,3460.4,0:0:27.05
3461.4,3462.4,3460.4,0:0:27.14
3461.4,3462.4,3460.4,0:0:27.23
3461.4,3462.4,3460.4,0:0:27.31
3461.4,3462.4,3460.4,0:0:27.40
3461.4,3462.4,3460.4,0:0:27.49
3461.4,3462.4,3460.4,0:0:27.58
3461.4,3462.4,3460.4,0:0:27.66
3461.4,3462.4,3460.4,0:0:27.75
3461.4,3462.4,3460.4,0:0:27.84
3461.4,3462.4,3460.4,0:0:27.92
3461.4,3462.4,3460.4,0:0:28.01
3461.4,3462.4,3460.4,0:0:28.10
3461.4,3462.4,3460.4,0:0:28.19
3461.4,3462.4,3460.4,0:0:28.27
3461.4,3462.4,3460.4,0:0:28.36
3461.4,3462.4,3460.4,0:0:28.45
3461.4,3462.4,3460.4,0:0:28.54
3461.4,3462.4,3460.4,0:0:28.62
3461.4,3462.4,3460.4,0:0:28.71
3461.4,3462.4,3460.4,0:0:28.80
3461.4,3462.4,3460.4,0:0:28.89
3461.4,3462.4,3460.4,0:0:28.97
3461.4,3462.4,3499.5,0:0:29.16
3500.5,3501.5,3499.5,0:0:29.30
3500.5,3501.5,3499.5,0:0:29.39
3500.5,3501.5,3499.5,0:0:29.53
3500.5,3501.5,3499.5,0:0:29.61
3500.5,3501.5,3499.5,0:0:29.70
3500.5,3501.5,3499.5,0:0:29.79
3500.5,3501.5,3470.2,0:0:29.88
3471.2,3501.5,3470.2,0:0:29.96
3471.2,3472.2,3489.7,0:0:30.10
3490.7,3472.2,3489.7,0:0:30.19
3490.7,3491.7,3489.7,0:0:30.28
3490.7,3491.7,3470.2,0:0:30.36
3471.2,3491.7,3470.2,0:0:30.45
3471.2,3472.2,3470.2,0:0:30.54
3471.2,3472.2,3470.2,0:0:30.63
